cashTranNo;amount;portfolioRefCode
177180;10000000;nt17181
177181;10000000;nt17182
177182;10000000;nt17183
177183;10000000;nt17184
177184;10000000;nt17185
177185;10000000;nt17186
177186;10000000;nt17187
177187;10000000;nt17188
177188;10000000;nt17189
177189;10000000;nt17190
177190;10000000;nt17191
177191;10000000;nt17192
177192;10000000;nt17193
177193;10000000;nt17194
177194;10000000;nt17195
177195;10000000;nt17196
177196;10000000;nt17197
177197;10000000;nt17198
177198;10000000;nt17199
177199;10000000;nt17200
177200;10000000;nt17201
177201;10000000;nt17202
177202;10000000;nt17203
177203;10000000;nt17204
177204;10000000;nt17205
177205;10000000;nt17206
177206;10000000;nt17207
177207;10000000;nt17208
177208;10000000;nt17209
177209;10000000;nt17210
177210;10000000;nt17211
177211;10000000;nt17212
177212;10000000;nt17213
177213;10000000;nt17214
177214;10000000;nt17215
177215;10000000;nt17216
177216;10000000;nt17217
177217;10000000;nt17218
177218;10000000;nt17219
177219;10000000;nt17220
177220;10000000;nt17221
177221;10000000;nt17222
177222;10000000;nt17223
177223;10000000;nt17224
177224;10000000;nt17225
177225;10000000;nt17226
177226;10000000;nt17227
177227;10000000;nt17228
177228;10000000;nt17229
177229;10000000;nt17230
177230;10000000;nt17231
177231;10000000;nt17232
177232;10000000;nt17233
177233;10000000;nt17234
177234;10000000;nt17235
177235;10000000;nt17236
177236;10000000;nt17237
177237;10000000;nt17238
177238;10000000;nt17239
177239;10000000;nt17240
177240;10000000;nt17241
177241;10000000;nt17242
177242;10000000;nt17243
177243;10000000;nt17244
177244;10000000;nt17245
177245;10000000;nt17246
177246;10000000;nt17247
177247;10000000;nt17248
177248;10000000;nt17249
177249;10000000;nt17250
177250;10000000;nt17251
177251;10000000;nt17252
177252;10000000;nt17253
177253;10000000;nt17254
177254;10000000;nt17255
177255;10000000;nt17256
177256;10000000;nt17257
177257;10000000;nt17258
177258;10000000;nt17259
177259;10000000;nt17260
177260;10000000;nt17261
177261;10000000;nt17262
177262;10000000;nt17263
177263;10000000;nt17264
177264;10000000;nt17265
177265;10000000;nt17266
177266;10000000;nt17267
177267;10000000;nt17268
177268;10000000;nt17269
177269;10000000;nt17270
177270;10000000;nt17271
177271;10000000;nt17272
177272;10000000;nt17273
177273;10000000;nt17274
177274;10000000;nt17275
177275;10000000;nt17276
177276;10000000;nt17277
177277;10000000;nt17278
177278;10000000;nt17279
177279;10000000;nt17280
177280;10000000;nt17281
177281;10000000;nt17282
177282;10000000;nt17283
177283;10000000;nt17284
177284;10000000;nt17285
177285;10000000;nt17286
177286;10000000;nt17287
177287;10000000;nt17288
177288;10000000;nt17289
177289;10000000;nt17290
177290;10000000;nt17291
177291;10000000;nt17292
177292;10000000;nt17293
177293;10000000;nt17294
177294;10000000;nt17295
177295;10000000;nt17296
177296;10000000;nt17297
177297;10000000;nt17298
177298;10000000;nt17299
177299;10000000;nt17300
177300;10000000;nt17301
177301;10000000;nt17302
177302;10000000;nt17303
177303;10000000;nt17304
177304;10000000;nt17305
177305;10000000;nt17306
177306;10000000;nt17307
177307;10000000;nt17308
177308;10000000;nt17309
177309;10000000;nt17310
177310;10000000;nt17311
177311;10000000;nt17312
177312;10000000;nt17313
177313;10000000;nt17314
177314;10000000;nt17315
177315;10000000;nt17316
177316;10000000;nt17317
177317;10000000;nt17318
177318;10000000;nt17319
177319;10000000;nt17320
177320;10000000;nt17321
177321;10000000;nt17322
177322;10000000;nt17323
177323;10000000;nt17324
177324;10000000;nt17325
177325;10000000;nt17326
177326;10000000;nt17327
177327;10000000;nt17328
177328;10000000;nt17329
177329;10000000;nt17330
177330;10000000;nt17331
177331;10000000;nt17332
177332;10000000;nt17333
177333;10000000;nt17334
177334;10000000;nt17335
177335;10000000;nt17336
177336;10000000;nt17337
177337;10000000;nt17338
177338;10000000;nt17339
177339;10000000;nt17340
177340;10000000;nt17341
177341;10000000;nt17342
177342;10000000;nt17343
177343;10000000;nt17344
177344;10000000;nt17345
177345;10000000;nt17346
177346;10000000;nt17347
177347;10000000;nt17348
177348;10000000;nt17349
177349;10000000;nt17350
177350;10000000;nt17351
177351;10000000;nt17352
177352;10000000;nt17353
177353;10000000;nt17354
177354;10000000;nt17355
177355;10000000;nt17356
177356;10000000;nt17357
177357;10000000;nt17358
177358;10000000;nt17359
177359;10000000;nt17360
177360;10000000;nt17361
177361;10000000;nt17362
177362;10000000;nt17363
177363;10000000;nt17364
177364;10000000;nt17365
177365;10000000;nt17366
177366;10000000;nt17367
177367;10000000;nt17368
177368;10000000;nt17369
177369;10000000;nt17370
177370;10000000;nt17371
177371;10000000;nt17372
177372;10000000;nt17373
177373;10000000;nt17374
177374;10000000;nt17375
177375;10000000;nt17376
177376;10000000;nt17377
177377;10000000;nt17378
177378;10000000;nt17379
177379;10000000;nt17380
177380;10000000;nt17381
177381;10000000;nt17382
177382;10000000;nt17383
177383;10000000;nt17384
177384;10000000;nt17385
177385;10000000;nt17386
177386;10000000;nt17387
177387;10000000;nt17388
177388;10000000;nt17389
177389;10000000;nt17390
177390;10000000;nt17391
177391;10000000;nt17392
177392;10000000;nt17393
177393;10000000;nt17394
177394;10000000;nt17395
177395;10000000;nt17396
177396;10000000;nt17397
177397;10000000;nt17398
177398;10000000;nt17399
177399;10000000;nt17400
177400;10000000;nt17401
177401;10000000;nt17402
177402;10000000;nt17403
177403;10000000;nt17404
177404;10000000;nt17405
177405;10000000;nt17406
177406;10000000;nt17407
177407;10000000;nt17408
177408;10000000;nt17409
177409;10000000;nt17410
177410;10000000;nt17411
177411;10000000;nt17412
177412;10000000;nt17413
177413;10000000;nt17414
177414;10000000;nt17415
177415;10000000;nt17416
177416;10000000;nt17417
177417;10000000;nt17418
177418;10000000;nt17419
177419;10000000;nt17420
177420;10000000;nt17421
177421;10000000;nt17422
177422;10000000;nt17423
177423;10000000;nt17424
177424;10000000;nt17425
177425;10000000;nt17426
177426;10000000;nt17427
177427;10000000;nt17428
177428;10000000;nt17429
177429;10000000;nt17430
177430;10000000;nt17431
177431;10000000;nt17432
177432;10000000;nt17433
177433;10000000;nt17434
177434;10000000;nt17435
177435;10000000;nt17436
177436;10000000;nt17437
177437;10000000;nt17438
177438;10000000;nt17439
177439;10000000;nt17440
177440;10000000;nt17441
177441;10000000;nt17442
177442;10000000;nt17443
177443;10000000;nt17444
177444;10000000;nt17445
177445;10000000;nt17446
177446;10000000;nt17447
177447;10000000;nt17448
177448;10000000;nt17449
177449;10000000;nt17450
177450;10000000;nt17451
177451;10000000;nt17452
177452;10000000;nt17453
177453;10000000;nt17454
177454;10000000;nt17455
177455;10000000;nt17456
177456;10000000;nt17457
177457;10000000;nt17458
177458;10000000;nt17459
177459;10000000;nt17460
177460;10000000;nt17461
177461;10000000;nt17462
177462;10000000;nt17463
177463;10000000;nt17464
177464;10000000;nt17465
177465;10000000;nt17466
177466;10000000;nt17467
177467;10000000;nt17468
177468;10000000;nt17469
177469;10000000;nt17470
177470;10000000;nt17471
177471;10000000;nt17472
177472;10000000;nt17473
177473;10000000;nt17474
177474;10000000;nt17475
177475;10000000;nt17476
177476;10000000;nt17477
177477;10000000;nt17478
177478;10000000;nt17479
177479;10000000;nt17480
177480;10000000;nt17481
177481;10000000;nt17482
177482;10000000;nt17483
177483;10000000;nt17484
177484;10000000;nt17485
177485;10000000;nt17486
177486;10000000;nt17487
177487;10000000;nt17488
177488;10000000;nt17489
177489;10000000;nt17490
177490;10000000;nt17491
177491;10000000;nt17492
177492;10000000;nt17493
177493;10000000;nt17494
177494;10000000;nt17495
177495;10000000;nt17496
177496;10000000;nt17497
177497;10000000;nt17498
177498;10000000;nt17499
177499;10000000;nt17500
177500;10000000;nt17501
177501;10000000;nt17502
177502;10000000;nt17503
177503;10000000;nt17504
177504;10000000;nt17505
177505;10000000;nt17506
177506;10000000;nt17507
177507;10000000;nt17508
177508;10000000;nt17509
177509;10000000;nt17510
177510;10000000;nt17511
177511;10000000;nt17512
177512;10000000;nt17513
177513;10000000;nt17514
177514;10000000;nt17515
177515;10000000;nt17516
177516;10000000;nt17517
177517;10000000;nt17518
177518;10000000;nt17519
177519;10000000;nt17520
177520;10000000;nt17521
177521;10000000;nt17522
177522;10000000;nt17523
177523;10000000;nt17524
177524;10000000;nt17525
177525;10000000;nt17526
177526;10000000;nt17527
177527;10000000;nt17528
177528;10000000;nt17529
177529;10000000;nt17530
177530;10000000;nt17531
177531;10000000;nt17532
177532;10000000;nt17533
177533;10000000;nt17534
177534;10000000;nt17535
177535;10000000;nt17536
177536;10000000;nt17537
177537;10000000;nt17538
177538;10000000;nt17539
177539;10000000;nt17540
177540;10000000;nt17541
177541;10000000;nt17542
177542;10000000;nt17543
177543;10000000;nt17544
177544;10000000;nt17545
177545;10000000;nt17546
177546;10000000;nt17547
177547;10000000;nt17548
177548;10000000;nt17549
177549;10000000;nt17550
177550;10000000;nt17551
177551;10000000;nt17552
177552;10000000;nt17553
177553;10000000;nt17554
177554;10000000;nt17555
177555;10000000;nt17556
177556;10000000;nt17557
177557;10000000;nt17558
177558;10000000;nt17559
177559;10000000;nt17560
177560;10000000;nt17561
177561;10000000;nt17562
177562;10000000;nt17563
177563;10000000;nt17564
177564;10000000;nt17565
177565;10000000;nt17566
177566;10000000;nt17567
177567;10000000;nt17568
177568;10000000;nt17569
177569;10000000;nt17570
177570;10000000;nt17571
177571;10000000;nt17572
177572;10000000;nt17573
177573;10000000;nt17574
177574;10000000;nt17575
177575;10000000;nt17576
177576;10000000;nt17577
177577;10000000;nt17578
177578;10000000;nt17579
177579;10000000;nt17580
177580;10000000;nt17581
177581;10000000;nt17582
177582;10000000;nt17583
177583;10000000;nt17584
177584;10000000;nt17585
177585;10000000;nt17586
177586;10000000;nt17587
177587;10000000;nt17588
177588;10000000;nt17589
177589;10000000;nt17590
177590;10000000;nt17591
177591;10000000;nt17592
177592;10000000;nt17593
177593;10000000;nt17594
177594;10000000;nt17595
177595;10000000;nt17596
177596;10000000;nt17597
177597;10000000;nt17598
177598;10000000;nt17599
177599;10000000;nt17600
177600;10000000;nt17601
177601;10000000;nt17602
177602;10000000;nt17603
177603;10000000;nt17604
177604;10000000;nt17605
177605;10000000;nt17606
177606;10000000;nt17607
177607;10000000;nt17608
177608;10000000;nt17609
177609;10000000;nt17610
177610;10000000;nt17611
177611;10000000;nt17612
177612;10000000;nt17613
177613;10000000;nt17614
177614;10000000;nt17615
177615;10000000;nt17616
177616;10000000;nt17617
177617;10000000;nt17618
177618;10000000;nt17619
177619;10000000;nt17620
177620;10000000;nt17621
177621;10000000;nt17622
177622;10000000;nt17623
177623;10000000;nt17624
177624;10000000;nt17625
177625;10000000;nt17626
177626;10000000;nt17627
177627;10000000;nt17628
177628;10000000;nt17629
177629;10000000;nt17630
177630;10000000;nt17631
177631;10000000;nt17632
177632;10000000;nt17633
177633;10000000;nt17634
177634;10000000;nt17635
177635;10000000;nt17636
177636;10000000;nt17637
177637;10000000;nt17638
177638;10000000;nt17639
177639;10000000;nt17640
177640;10000000;nt17641
177641;10000000;nt17642
177642;10000000;nt17643
177643;10000000;nt17644
177644;10000000;nt17645
177645;10000000;nt17646
177646;10000000;nt17647
177647;10000000;nt17648
177648;10000000;nt17649
177649;10000000;nt17650
177650;10000000;nt17651
177651;10000000;nt17652
177652;10000000;nt17653
177653;10000000;nt17654
177654;10000000;nt17655
177655;10000000;nt17656
177656;10000000;nt17657
177657;10000000;nt17658
177658;10000000;nt17659
177659;10000000;nt17660
177660;10000000;nt17661
177661;10000000;nt17662
177662;10000000;nt17663
177663;10000000;nt17664
177664;10000000;nt17665
177665;10000000;nt17666
177666;10000000;nt17667
177667;10000000;nt17668
177668;10000000;nt17669
177669;10000000;nt17670
177670;10000000;nt17671
177671;10000000;nt17672
177672;10000000;nt17673
177673;10000000;nt17674
177674;10000000;nt17675
177675;10000000;nt17676
177676;10000000;nt17677
177677;10000000;nt17678
177678;10000000;nt17679
177679;10000000;nt17680
177680;10000000;nt17681
177681;10000000;nt17682
177682;10000000;nt17683
177683;10000000;nt17684
177684;10000000;nt17685
177685;10000000;nt17686
177686;10000000;nt17687
177687;10000000;nt17688
177688;10000000;nt17689
177689;10000000;nt17690
177690;10000000;nt17691
177691;10000000;nt17692
177692;10000000;nt17693
177693;10000000;nt17694
177694;10000000;nt17695
177695;10000000;nt17696
177696;10000000;nt17697
177697;10000000;nt17698
177698;10000000;nt17699
177699;10000000;nt17700
177700;10000000;nt17701
177701;10000000;nt17702
177702;10000000;nt17703
177703;10000000;nt17704
177704;10000000;nt17705
177705;10000000;nt17706
177706;10000000;nt17707
177707;10000000;nt17708
177708;10000000;nt17709
177709;10000000;nt17710
177710;10000000;nt17711
177711;10000000;nt17712
177712;10000000;nt17713
177713;10000000;nt17714
177714;10000000;nt17715
177715;10000000;nt17716
177716;10000000;nt17717
177717;10000000;nt17718
177718;10000000;nt17719
177719;10000000;nt17720
177720;10000000;nt17721
177721;10000000;nt17722
177722;10000000;nt17723
177723;10000000;nt17724
177724;10000000;nt17725
177725;10000000;nt17726
177726;10000000;nt17727
177727;10000000;nt17728
177728;10000000;nt17729
177729;10000000;nt17730
177730;10000000;nt17731
177731;10000000;nt17732
177732;10000000;nt17733
177733;10000000;nt17734
177734;10000000;nt17735
177735;10000000;nt17736
177736;10000000;nt17737
177737;10000000;nt17738
177738;10000000;nt17739
177739;10000000;nt17740
177740;10000000;nt17741
177741;10000000;nt17742
177742;10000000;nt17743
177743;10000000;nt17744
177744;10000000;nt17745
177745;10000000;nt17746
177746;10000000;nt17747
177747;10000000;nt17748
177748;10000000;nt17749
177749;10000000;nt17750
177750;10000000;nt17751
177751;10000000;nt17752
177752;10000000;nt17753
177753;10000000;nt17754
177754;10000000;nt17755
177755;10000000;nt17756
177756;10000000;nt17757
177757;10000000;nt17758
177758;10000000;nt17759
177759;10000000;nt17760
177760;10000000;nt17761
177761;10000000;nt17762
177762;10000000;nt17763
177763;10000000;nt17764
177764;10000000;nt17765
177765;10000000;nt17766
177766;10000000;nt17767
177767;10000000;nt17768
177768;10000000;nt17769
177769;10000000;nt17770
177770;10000000;nt17771
177771;10000000;nt17772
177772;10000000;nt17773
177773;10000000;nt17774
177774;10000000;nt17775
177775;10000000;nt17776
177776;10000000;nt17777
177777;10000000;nt17778
177778;10000000;nt17779
177779;10000000;nt17780
177780;10000000;nt17781
177781;10000000;nt17782
177782;10000000;nt17783
177783;10000000;nt17784
177784;10000000;nt17785
177785;10000000;nt17786
177786;10000000;nt17787
177787;10000000;nt17788
177788;10000000;nt17789
177789;10000000;nt17790
177790;10000000;nt17791
177791;10000000;nt17792
177792;10000000;nt17793
177793;10000000;nt17794
177794;10000000;nt17795
177795;10000000;nt17796
177796;10000000;nt17797
177797;10000000;nt17798
177798;10000000;nt17799
177799;10000000;nt17800
177800;10000000;nt17801
177801;10000000;nt17802
177802;10000000;nt17803
177803;10000000;nt17804
177804;10000000;nt17805
177805;10000000;nt17806
177806;10000000;nt17807
177807;10000000;nt17808
177808;10000000;nt17809
177809;10000000;nt17810
177810;10000000;nt17811
177811;10000000;nt17812
177812;10000000;nt17813
177813;10000000;nt17814
177814;10000000;nt17815
177815;10000000;nt17816
177816;10000000;nt17817
177817;10000000;nt17818
177818;10000000;nt17819
177819;10000000;nt17820
177820;10000000;nt17821
177821;10000000;nt17822
177822;10000000;nt17823
177823;10000000;nt17824
177824;10000000;nt17825
177825;10000000;nt17826
177826;10000000;nt17827
177827;10000000;nt17828
177828;10000000;nt17829
177829;10000000;nt17830
177830;10000000;nt17831
177831;10000000;nt17832
177832;10000000;nt17833
177833;10000000;nt17834
177834;10000000;nt17835
177835;10000000;nt17836
177836;10000000;nt17837
177837;10000000;nt17838
177838;10000000;nt17839
177839;10000000;nt17840
177840;10000000;nt17841
177841;10000000;nt17842
177842;10000000;nt17843
177843;10000000;nt17844
177844;10000000;nt17845
177845;10000000;nt17846
177846;10000000;nt17847
177847;10000000;nt17848
177848;10000000;nt17849
177849;10000000;nt17850
177850;10000000;nt17851
177851;10000000;nt17852
177852;10000000;nt17853
177853;10000000;nt17854
177854;10000000;nt17855
177855;10000000;nt17856
177856;10000000;nt17857
177857;10000000;nt17858
177858;10000000;nt17859
177859;10000000;nt17860
177860;10000000;nt17861
177861;10000000;nt17862
177862;10000000;nt17863
177863;10000000;nt17864
177864;10000000;nt17865
177865;10000000;nt17866
177866;10000000;nt17867
177867;10000000;nt17868
177868;10000000;nt17869
177869;10000000;nt17870
177870;10000000;nt17871
177871;10000000;nt17872
177872;10000000;nt17873
177873;10000000;nt17874
177874;10000000;nt17875
177875;10000000;nt17876
177876;10000000;nt17877
177877;10000000;nt17878
177878;10000000;nt17879
177879;10000000;nt17880
177880;10000000;nt17881
177881;10000000;nt17882
177882;10000000;nt17883
177883;10000000;nt17884
177884;10000000;nt17885
177885;10000000;nt17886
177886;10000000;nt17887
177887;10000000;nt17888
177888;10000000;nt17889
177889;10000000;nt17890
177890;10000000;nt17891
177891;10000000;nt17892
177892;10000000;nt17893
177893;10000000;nt17894
177894;10000000;nt17895
177895;10000000;nt17896
177896;10000000;nt17897
177897;10000000;nt17898
177898;10000000;nt17899
177899;10000000;nt17900
177900;10000000;nt17901
177901;10000000;nt17902
177902;10000000;nt17903
177903;10000000;nt17904
177904;10000000;nt17905
177905;10000000;nt17906
177906;10000000;nt17907
177907;10000000;nt17908
177908;10000000;nt17909
177909;10000000;nt17910
177910;10000000;nt17911
177911;10000000;nt17912
177912;10000000;nt17913
177913;10000000;nt17914
177914;10000000;nt17915
177915;10000000;nt17916
177916;10000000;nt17917
177917;10000000;nt17918
177918;10000000;nt17919
177919;10000000;nt17920
177920;10000000;nt17921
177921;10000000;nt17922
177922;10000000;nt17923
177923;10000000;nt17924
177924;10000000;nt17925
177925;10000000;nt17926
177926;10000000;nt17927
177927;10000000;nt17928
177928;10000000;nt17929
177929;10000000;nt17930
177930;10000000;nt17931
177931;10000000;nt17932
177932;10000000;nt17933
177933;10000000;nt17934
177934;10000000;nt17935
177935;10000000;nt17936
177936;10000000;nt17937
177937;10000000;nt17938
177938;10000000;nt17939
177939;10000000;nt17940
177940;10000000;nt17941
177941;10000000;nt17942
177942;10000000;nt17943
177943;10000000;nt17944
177944;10000000;nt17945
177945;10000000;nt17946
177946;10000000;nt17947
177947;10000000;nt17948
177948;10000000;nt17949
177949;10000000;nt17950
177950;10000000;nt17951
177951;10000000;nt17952
177952;10000000;nt17953
177953;10000000;nt17954
177954;10000000;nt17955
177955;10000000;nt17956
177956;10000000;nt17957
177957;10000000;nt17958
177958;10000000;nt17959
177959;10000000;nt17960
177960;10000000;nt17961
177961;10000000;nt17962
177962;10000000;nt17963
177963;10000000;nt17964
177964;10000000;nt17965
177965;10000000;nt17966
177966;10000000;nt17967
177967;10000000;nt17968
177968;10000000;nt17969
177969;10000000;nt17970
177970;10000000;nt17971
177971;10000000;nt17972
177972;10000000;nt17973
177973;10000000;nt17974
177974;10000000;nt17975
177975;10000000;nt17976
177976;10000000;nt17977
177977;10000000;nt17978
177978;10000000;nt17979
177979;10000000;nt17980
177980;10000000;nt17981
177981;10000000;nt17982
177982;10000000;nt17983
177983;10000000;nt17984
177984;10000000;nt17985
177985;10000000;nt17986
177986;10000000;nt17987
177987;10000000;nt17988
177988;10000000;nt17989
177989;10000000;nt17990
177990;10000000;nt17991
177991;10000000;nt17992
177992;10000000;nt17993
177993;10000000;nt17994
177994;10000000;nt17995
177995;10000000;nt17996
177996;10000000;nt17997
177997;10000000;nt17998
177998;10000000;nt17999
177999;10000000;nt18000
178000;10000000;nt18001
178001;10000000;nt18002
178002;10000000;nt18003
178003;10000000;nt18004
178004;10000000;nt18005
178005;10000000;nt18006
178006;10000000;nt18007
178007;10000000;nt18008
178008;10000000;nt18009
178009;10000000;nt18010
178010;10000000;nt18011
178011;10000000;nt18012
178012;10000000;nt18013
178013;10000000;nt18014
178014;10000000;nt18015
178015;10000000;nt18016
178016;10000000;nt18017
178017;10000000;nt18018
178018;10000000;nt18019
178019;10000000;nt18020
178020;10000000;nt18021
178021;10000000;nt18022
178022;10000000;nt18023
178023;10000000;nt18024
178024;10000000;nt18025
178025;10000000;nt18026
178026;10000000;nt18027
178027;10000000;nt18028
178028;10000000;nt18029
178029;10000000;nt18030
178030;10000000;nt18031
178031;10000000;nt18032
178032;10000000;nt18033
178033;10000000;nt18034
178034;10000000;nt18035
178035;10000000;nt18036
178036;10000000;nt18037
178037;10000000;nt18038
178038;10000000;nt18039
178039;10000000;nt18040
178040;10000000;nt18041
178041;10000000;nt18042
178042;10000000;nt18043
178043;10000000;nt18044
178044;10000000;nt18045
178045;10000000;nt18046
178046;10000000;nt18047
178047;10000000;nt18048
178048;10000000;nt18049
178049;10000000;nt18050
178050;10000000;nt18051
178051;10000000;nt18052
178052;10000000;nt18053
178053;10000000;nt18054
178054;10000000;nt18055
178055;10000000;nt18056
178056;10000000;nt18057
178057;10000000;nt18058
178058;10000000;nt18059
178059;10000000;nt18060
178060;10000000;nt18061
178061;10000000;nt18062
178062;10000000;nt18063
178063;10000000;nt18064
178064;10000000;nt18065
178065;10000000;nt18066
178066;10000000;nt18067
178067;10000000;nt18068
178068;10000000;nt18069
178069;10000000;nt18070
178070;10000000;nt18071
178071;10000000;nt18072
178072;10000000;nt18073
178073;10000000;nt18074
178074;10000000;nt18075
178075;10000000;nt18076
178076;10000000;nt18077
178077;10000000;nt18078
178078;10000000;nt18079
178079;10000000;nt18080
178080;10000000;nt18081
178081;10000000;nt18082
178082;10000000;nt18083
178083;10000000;nt18084
178084;10000000;nt18085
178085;10000000;nt18086
178086;10000000;nt18087
178087;10000000;nt18088
178088;10000000;nt18089
178089;10000000;nt18090
178090;10000000;nt18091
178091;10000000;nt18092
178092;10000000;nt18093
178093;10000000;nt18094
178094;10000000;nt18095
178095;10000000;nt18096
178096;10000000;nt18097
178097;10000000;nt18098
178098;10000000;nt18099
178099;10000000;nt18100
178100;10000000;nt18101
178101;10000000;nt18102
178102;10000000;nt18103
178103;10000000;nt18104
178104;10000000;nt18105
178105;10000000;nt18106
178106;10000000;nt18107
178107;10000000;nt18108
178108;10000000;nt18109
178109;10000000;nt18110
178110;10000000;nt18111
178111;10000000;nt18112
178112;10000000;nt18113
178113;10000000;nt18114
178114;10000000;nt18115
178115;10000000;nt18116
178116;10000000;nt18117
178117;10000000;nt18118
178118;10000000;nt18119
178119;10000000;nt18120
178120;10000000;nt18121
178121;10000000;nt18122
178122;10000000;nt18123
178123;10000000;nt18124
178124;10000000;nt18125
178125;10000000;nt18126
178126;10000000;nt18127
178127;10000000;nt18128
178128;10000000;nt18129
178129;10000000;nt18130
178130;10000000;nt18131
178131;10000000;nt18132
178132;10000000;nt18133
178133;10000000;nt18134
178134;10000000;nt18135
178135;10000000;nt18136
178136;10000000;nt18137
178137;10000000;nt18138
178138;10000000;nt18139
178139;10000000;nt18140
178140;10000000;nt18141
178141;10000000;nt18142
178142;10000000;nt18143
178143;10000000;nt18144
178144;10000000;nt18145
178145;10000000;nt18146
178146;10000000;nt18147
178147;10000000;nt18148
178148;10000000;nt18149
178149;10000000;nt18150
178150;10000000;nt18151
178151;10000000;nt18152
178152;10000000;nt18153
178153;10000000;nt18154
178154;10000000;nt18155
178155;10000000;nt18156
178156;10000000;nt18157
178157;10000000;nt18158
178158;10000000;nt18159
178159;10000000;nt18160
178160;10000000;nt18161
178161;10000000;nt18162
178162;10000000;nt18163
178163;10000000;nt18164
178164;10000000;nt18165
178165;10000000;nt18166
178166;10000000;nt18167
178167;10000000;nt18168
178168;10000000;nt18169
178169;10000000;nt18170
178170;10000000;nt18171
178171;10000000;nt18172
178172;10000000;nt18173
178173;10000000;nt18174
178174;10000000;nt18175
178175;10000000;nt18176
178176;10000000;nt18177
178177;10000000;nt18178
178178;10000000;nt18179
178179;10000000;nt18180
178180;10000000;nt18181
178181;10000000;nt18182
178182;10000000;nt18183
178183;10000000;nt18184
178184;10000000;nt18185
178185;10000000;nt18186
178186;10000000;nt18187
178187;10000000;nt18188
178188;10000000;nt18189
178189;10000000;nt18190
178190;10000000;nt18191
178191;10000000;nt18192
178192;10000000;nt18193
178193;10000000;nt18194
178194;10000000;nt18195
178195;10000000;nt18196
178196;10000000;nt18197
178197;10000000;nt18198
178198;10000000;nt18199
178199;10000000;nt18200
178200;10000000;nt18201
178201;10000000;nt18202
178202;10000000;nt18203
178203;10000000;nt18204
178204;10000000;nt18205
178205;10000000;nt18206
178206;10000000;nt18207
178207;10000000;nt18208
178208;10000000;nt18209
178209;10000000;nt18210
178210;10000000;nt18211
178211;10000000;nt18212
178212;10000000;nt18213
178213;10000000;nt18214
178214;10000000;nt18215
178215;10000000;nt18216
178216;10000000;nt18217
178217;10000000;nt18218
178218;10000000;nt18219
178219;10000000;nt18220
178220;10000000;nt18221
178221;10000000;nt18222
178222;10000000;nt18223
178223;10000000;nt18224
178224;10000000;nt18225
178225;10000000;nt18226
178226;10000000;nt18227
178227;10000000;nt18228
178228;10000000;nt18229
178229;10000000;nt18230
178230;10000000;nt18231
178231;10000000;nt18232
178232;10000000;nt18233
178233;10000000;nt18234
178234;10000000;nt18235
178235;10000000;nt18236
178236;10000000;nt18237
178237;10000000;nt18238
178238;10000000;nt18239
178239;10000000;nt18240
178240;10000000;nt18241
178241;10000000;nt18242
178242;10000000;nt18243
178243;10000000;nt18244
178244;10000000;nt18245
178245;10000000;nt18246
178246;10000000;nt18247
178247;10000000;nt18248
178248;10000000;nt18249
178249;10000000;nt18250
178250;10000000;nt18251
178251;10000000;nt18252
178252;10000000;nt18253
178253;10000000;nt18254
178254;10000000;nt18255
178255;10000000;nt18256
178256;10000000;nt18257
178257;10000000;nt18258
178258;10000000;nt18259
178259;10000000;nt18260
178260;10000000;nt18261
178261;10000000;nt18262
178262;10000000;nt18263
178263;10000000;nt18264
178264;10000000;nt18265
178265;10000000;nt18266
178266;10000000;nt18267
178267;10000000;nt18268
178268;10000000;nt18269
178269;10000000;nt18270
178270;10000000;nt18271
178271;10000000;nt18272
178272;10000000;nt18273
178273;10000000;nt18274
178274;10000000;nt18275
178275;10000000;nt18276
178276;10000000;nt18277
178277;10000000;nt18278
178278;10000000;nt18279
178279;10000000;nt18280
178280;10000000;nt18281
178281;10000000;nt18282
178282;10000000;nt18283
178283;10000000;nt18284
178284;10000000;nt18285
178285;10000000;nt18286
178286;10000000;nt18287
178287;10000000;nt18288
178288;10000000;nt18289
178289;10000000;nt18290
178290;10000000;nt18291
178291;10000000;nt18292
178292;10000000;nt18293
178293;10000000;nt18294
178294;10000000;nt18295
178295;10000000;nt18296
178296;10000000;nt18297
178297;10000000;nt18298
178298;10000000;nt18299
178299;10000000;nt18300
178300;10000000;nt18301
178301;10000000;nt18302
178302;10000000;nt18303
178303;10000000;nt18304
178304;10000000;nt18305
178305;10000000;nt18306
178306;10000000;nt18307
178307;10000000;nt18308
178308;10000000;nt18309
178309;10000000;nt18310
178310;10000000;nt18311
178311;10000000;nt18312
178312;10000000;nt18313
178313;10000000;nt18314
178314;10000000;nt18315
178315;10000000;nt18316
178316;10000000;nt18317
178317;10000000;nt18318
178318;10000000;nt18319
178319;10000000;nt18320
178320;10000000;nt18321
178321;10000000;nt18322
178322;10000000;nt18323
178323;10000000;nt18324
178324;10000000;nt18325
178325;10000000;nt18326
178326;10000000;nt18327
178327;10000000;nt18328
178328;10000000;nt18329
178329;10000000;nt18330
178330;10000000;nt18331
178331;10000000;nt18332
178332;10000000;nt18333
178333;10000000;nt18334
178334;10000000;nt18335
178335;10000000;nt18336
178336;10000000;nt18337
178337;10000000;nt18338
178338;10000000;nt18339
178339;10000000;nt18340
178340;10000000;nt18341
178341;10000000;nt18342
178342;10000000;nt18343
178343;10000000;nt18344
178344;10000000;nt18345
